user,time,score,content
M23****9376,2017-09-22 23:42,5,景区卫生干净。风景优美。双龟迎客特象。骆驼峰高大雄伟。南天一柱特雄壮。栈道玻璃桥是华东最长的。惊险刺激。意外之喜看见了松鼠。
探索宇宙,2017-09-18 09:16,5,风景优美，性价比高，值得一游。
665516,2017-09-16 17:04,5,"龟峰山位于江西省弋阳县内，山体是典型的丹霞地貌，受自然风化影响，这一带有非常多形似乌龟的山岩，龟峰也因此得名。
龟峰系世界自然遗产、世界地质公园、国家级风景名胜区、国家AAAA级旅游区、国家森林公园、全国爱国主义教育基地，是江西省环鄱阳湖经济圈上的一颗璀璨的明珠，并以其独特的“无山不龟，无石不龟”的自然景观和深厚的文化底蕴成为游圣徐霞客、电视剧《西游记》等众多名家名剧的首推景点。
景色雄奇瑰丽，山险水清景点集中！碧水丹峰，美不胜收！！爬山总的来说难度不大，骆驼峰有点挑战。"
M13****073,2017-09-16 12:46,5,虽然不是很出名的一个地方，但是确带给我惊喜，非常不错的景色，比龙虎山好玩
M32****364,2017-09-15 08:17,5,非常的满意，比龙虎山景色优美，门票还便宜，我们进去晚了一天，还意犹未尽，唯一遗憾的是玻璃栈道坏了，没看到。
139****0515,2017-09-01 15:56,5,时隔二十年再去龟峰，景色越发漂亮。
shin****0506,2017-08-22 07:07,5,景区工作人员热情，帮着规划了游玩线路。卫生间很干净，还有手纸，不容易。网络票写着8点拿，实际七点多工作人员就到位给我们拿票了，这样缩短了游玩时间，很方便呢！还有游玩那天是周一，景区人特别少，可以安静赏景，玩得爽。我们玩好骆驼峰乘船到出口，还乘20元游船上岸，个人感觉这个游船时间太短，收费20元太贵，建议骆驼峰玩好直接下山，因为即使坐船从骆驼峰下来还要上两个坡，走很多路。体力消耗太多。
300****715,2017-08-18 19:30,5,景区比预想中大，没个半天走不完
135****4302,2017-08-17 20:11,5,圭峰不错，值得一去。风景很好，天气太热爬得有点累，我们一点多去的，五点多回。
300****111,2017-08-16 08:07,5,景色优美，不愧为5A景区。景区环境卫生，设施完善，游人不多，游玩体验非常好。强烈推荐
M23****0555,2017-08-13 11:08,5,非常棒，下次还要去玩，一家三口必去
啦啦啦,2017-08-10 19:31,5,弋阳的景点，必须五星好评，欢迎前来游玩！
M17****742,2017-08-06 14:24,5,景点人少，但景色不错，门票还包含观光车，门口的葡萄园卖的葡萄仅4元一斤，味道很好，值得一去
猪仔老豆,2017-07-30 15:58,5,龟峰山景区实在太赞了，步步美景相伴，山不算很高，但爬起来还是很值，能看到很多的景色。
_M13****2821,2017-07-29 21:29,5,整个景区蛮大的，一路玩下来至少需要五六个小时。玻璃栈道150米感觉不错，更具挑战性的是攀爬骆驼峰頂，有一段阶梯进乎垂直，上去，下来都非常的惊险，非常刺激。下来后再去玩玻璃栈道，就不觉得害怕了。一路奇石多姿多彩，风格迥异，值得一去。不过那个龟博物馆有点坑，为了多收十元钱的门票，硬说十多岁的孩子也可以看，进去才知道有一间展馆是展示男女性“文化的”，只能落败而逃。
猪仔老豆,2017-07-26 09:08,5,龟峰山低调有内函，景区不大，但步步是景，景区的服务人员很热情。
M93****17,2017-07-22 05:46,5,风景优美，价格不贵。龟文化突出。游船的船长还能当导游介绍，特别赞一个
何靖快乐哈哈,2017-07-20 12:13,5,空气好，天然氧吧，周末一家人郊游好去处
m41****88,2017-07-20 10:53,5,龟峰风景很美，景区环境非常整洁。
齐雅,2017-07-18 17:52,5,龟峰无山不龟，无石不龟。交通很方便，景点也非常的多。走完全程要4个小时左右，外面和山上都有商店和厕所很方。不足的地方就是山上有许多苍蝇
卡利斯托斯白起,2017-07-18 09:54,5,山很秀丽，爬上山顶很惊险，景色很好
M36****495,2017-07-17 06:41,5,好玩的景点，坐了趟游船40，这次玻璃栈道没开放，小遗憾，以后再故地重游
M22****6562,2017-07-16 02:15,5,比江郎山好玩。好大骆驼峰啊。上去好险
_WeCh****66515,2017-07-09 21:06,5,不是很高的山，但是依旧爬的很辛苦。玻璃栈道没有开放很难过，风景还是很独特。
hero2017,2017-07-09 16:29,5,战道修得还行，从战道的各个位置可以看到不少的风景，景区刚评完五A，设施都还好，但是服务还不够完美，还有提升的空间，景区标识不够明显，需要自己仔细观察，不然会走错，总体风景很好。
_WeCh****911246,2017-07-09 13:28,4,不错的旅程。是和女朋友一起去的，就是天气太好，热。
M33****834,2017-07-08 21:30,5,龟峰总体来说还是很不错的，坐了游船，欣赏了主要的景点，下船后又自己一路爬山去到骆驼峰，骆驼峰下来一路走栈道一路回到龟博馆。风景很不错～
M26****479,2017-07-08 19:40,5,风景很好，最高峰骆驼峰很惊险，直的一游。
D69****11,2017-06-30 04:55,5,加景色宜人，山水清丽，可惜太热闹了。
黄启,2017-06-25 12:38,5,挺好的，景点不大，集中风景不错。
小小艾娃,2017-06-23 22:23,5,好山好水，好风景！旅游度假的好去处！
浙江清杨,2017-06-21 21:48,4,最多就四星景区，永远到不了五星的，管理不善，也就那样了。
wang****xin,2017-06-21 15:50,5,风景独特，性价比高。最重要的是名气还不算大，游客不多。
lyylea,2017-06-20 02:08,5,值得一去，特别是骆驼峰登顶的那一刻，站在最高点，俯瞰周边，感觉特别好。
M45****123,2017-06-16 15:35,5,风景优美，很适合休闲游，买票也不贵
_wSin****575806,2017-06-10 20:58,5,风景如画，惟妙惟肖，性价比很高，值得一游
_zfb20****0186703,2017-06-03 09:53,5,出弋阳高铁站站前坐1路2路车到龟峰游客中心三四十分钟，游客中心有免费地图，按地图线路轻松走一圈也就六七个小时，爬骆驼峰登高望远，景色很美。这次去玻璃栈道检修，没走玻璃栈道，下次再去吧，龟峰景色很美，值得一游，山石很型像，感叹大自然的鬼斧神功。门票不高，很值。
_CFT01****2862834,2017-06-02 11:39,5,还是很值得一玩的，门票比起其他景区不贵
龙神皇陛下,2017-06-02 06:33,5,因形似乌龟而得名，难得的比较清幽。
my马儿,2017-06-01 07:01,5,很满意。景区客服和网站客服都很好。景区紧凑、风景的，已去过N次了，现在骆驼峰有了玻璃栈道，感觉提升了景区景色品质。
M11****640,2017-05-31 09:31,5,景色很好，有山有水，真的很喜欢，还有玻璃栈道。
138****4770,2017-05-31 07:21,5,江西龟峰挺不错的，风景很有特色。就是爬的太幸苦了，全程下来要4个多小时。要备好干粮和水（土豪忽略）。在旅游过程中比较难受的是没有开水，需要开水就要买泡面。景区里的休息点要备好开水，。
何靖快乐哈哈,2017-05-30 14:34,5,风景很好，门票很值得。景区服务态度好，一家人去一天足够。
八千岁为秋,2017-05-30 09:05,5,玻璃栈道开通了，多了一处景点，值得
139****8180,2017-05-30 07:17,5,到龟峰是一直都想来一直没实现，这次趁着节假日就自驾出行的。从家里开到龟峰景区历时三个小时路上偶尔小堵车。虽然辛苦但还是到了平安就好去停车场停车很方便然后下车去游客服务中心换票凭携程网短信换取，整个过程方便快捷。接着就是验票坐景区的观光车一路美景尽收目的地是一个坐船的码头直接交了40元一个人的船票坐穿去另外一个码头，不过沿途可以欣赏很漂亮的风景，各种龟峰的全貌尽收眼中山石嶙峋。接着停靠码头这里大家可以吃点东西因为上面有一段距离没有东西卖了。接着就是很长一段时间的爬山都是楼梯台阶大家可以慢慢走一边欣赏风景。爬到骆驼峰观景台可以看到玻璃栈道可以去试试胆量自身体验不怕很轻松。接下来可以按照指引走自己想看的景点有玉兔峰有一线天有好汉坡整个过程估计要三个小时可以下山虽然有点嗮这天气但是看到美景也觉得不是花钱买罪受了。出来玩我们就是玩的是一种心情一种意境。以后有机会再来重游。
jerry424,2017-05-27 14:24,5,比我想象中好很多，很美很壮观。很值得去，一定要去
E13****79,2017-05-25 17:08,5,挺好玩的，跟朋友们一起去的，没去过的可以看看
macho2008,2017-05-24 08:21,5,很好，有特色。交通方便.管理一般。
smljx,2017-05-16 19:14,5,强烈推荐去龟峰游玩，自然的丹霞地貌形成的山峰，各有特色，尤其骆驼峰惊险刺激，值得去体验！
esperozhang88,2017-05-16 08:50,5,入选世界遗产，性价比很高，交通便利。
guanzwen,2017-05-05 05:35,5,欣赏石山园林风光，体验面壁攀崖，感受临高望远的惊喜。值得一游！
M59****750,2017-05-04 21:07,5,不错的景点，惊险，小朋友喜欢一直都跑在最前面，景点也修了玻璃栈道，不过我们去的时候还没有开放。
M25****715,2017-05-04 09:56,5,取票很快，景点风景非常优美，很值得一玩。
山头888,2017-05-02 12:38,5,非常好的景点，有机会还会去，取票也非常方便。
_U4****4695,2017-05-01 22:01,4,风景不错，而且园区工作人员态度非常好，宾至如归！
姑苏霞客金,2017-05-01 20:43,5,不愧为中国最美丹霞之一，觉得对得起这个门票钱，绝对的良心景点。
妍然66,2017-05-01 17:44,5,风景很不错，有一个湖湖水很蓝，非常漂亮。山峰较高，有气势，景色雄奇瑰丽，不亏是世界自然遗产。景区的卫生环境干净，工作人员的服务态度很好，值得一游。
M32****138,2017-05-01 16:41,4,可能是放假期间出去的，停车场没有办法停车，只有一个人来引导汽车。服务一般，风景还是不错的
320****581,2017-05-01 06:58,5,风景很美，环境很好，直得去玩的
118****753,2017-04-29 20:46,4,景区不大，但是还是比较漂亮。还有很多地方比较惊险，景区游玩的安全性还有待加强
M35****637,2017-04-28 23:38,5,风景如画！美不胜收！！气势磅礴！
文武火,2017-04-27 14:48,5,好地方～升5A了～恭喜～希望周边配套能越做越好！
M24****809,2017-04-19 20:23,5,奇峰怪石景色很好，没赶上漫山的映山红，只零星几丛，山虽不高但几个峰爬下来也挺累的，好在名气不大票价不高，值得游玩。景区的洗手间相当干净。
zx****46,2017-04-18 20:26,5,奇峰怪景，还想去一次，丹霞地貌
_CFT01****5675472,2017-04-16 16:50,5,龟峰的风景挺不错的，骆驼背很险，爬上去之后就一览众山小，美景尽收眼底，非常有成就感
205****162,2017-04-13 13:20,5,风景优美，老头老太太玩得很开心
HQJiang,2017-04-13 08:31,5,丹霞地貌风景名胜区龟峰。无山不龟，无石不龟，山清水秀，林深树密，小径通幽。老人峰一景三看、一线天、照映壁、老鹰捉小鸡等等，鸟鸣山更幽，返景入深林，独坐幽篁里，吃农家菜，赏大自然巧夺天工！
138****4947,2017-04-12 18:45,5,累并快乐着风景优美无比欢愉
139****5008,2017-04-12 18:32,5,非常好的景区比丹霞山好太多了价格便宜非常值得推荐。当时正在申请5A景区升级5A后就会涨价了
吴易航,2017-04-12 15:14,5,弋阳龟峰，离县城不远，而且弋阳也有高铁站，非常方便。龟峰真的很漂亮，整个景区虽然不大，但是能感受到大自然的鬼斧神工。值得一游！！！
不搭界格,2017-04-09 19:15,5,不太值了，这么好的景区可惜外面知道的不多，门票价又便宜，比许多5A级景点好多了，景区服也很好，这次是雨后游玩的，如入仙景。
十字天堂,2017-04-09 10:24,5,龟峰不愧为新科5A景区，风景很美环境很赞，犹豫时间太紧最险的骆驼峰没爬有点遗憾，龙虎山玩了一天天气很给脸，全程阳光明媚，景色迷人
jjs****425,2017-04-09 05:04,5,龟峰景区不错，硬件软件设施都非常好，风景比较优美。特别是从火车站到景区有二路公交车直达，这个做得相当好。
我们一起去旅游喇,2017-04-07 09:35,5,暂时不算大景区，有体力者建议登顶，风景不错，好山好水
190****553,2017-04-05 22:16,5,龟峰真的挺漂亮的，而且爬上去也不累，适合全家去玩。唯一的不足是游船时间短，看不到太多风景。这里的公共卫生也很好，赞！
300****113,2017-04-05 20:35,5,清水湖一幅山水国画美极了。登上骆驼峰看圭峰全景又是幅山水国画。
203****560,2017-04-05 13:11,4,景区总体管理还可以，景点比较集中，骆驼峰攀登艰险，刺激。性价比不错。
152****9230,2017-04-05 10:42,5,游玩的很开心，携程真的很优惠噢，还可以返现，下次再来！
_CFT01****1182826,2017-04-05 09:05,5,之前一直想来终于成行了的确很值得就是爬的脚有点痛里面到处都是怪石别有一般风味如果时间紧张可以坐坐小船因为另一边路要远一些而且是上坡我就是十点半到的三点走离开时间刚好该逛的景点都逛了骆驼峰建议大家还是去爬一爬感觉这算龟峰的一大特色了我也很怕高但不往下看也还好就是希望上骆驼峰的安全措施做好都没有防护的措施大家最好小心点
M33****789,2017-04-05 07:35,5,取票很方便，景点很美，人也不是太多，非常值得去。
190****332,2017-04-04 23:32,5,龟峰景区给我惊艳的感觉，有山有湖，山美水美，关键门票只要60，性价比太高了
118****080,2017-04-04 21:13,5,骆驼峰非常惊险刺激景区电瓶车游船服务有所欠缺总体不错非常值得一游
_M13****1655,2017-04-04 18:04,5,整体感觉很好，景色优美，栩栩如生！特别是门票便宜，通过携程预订方便快捷，还有优惠！
棉花糖Fme,2017-04-04 09:59,5,龟峰一日游，山脚溪水潺潺，繁花似锦，微风穿过竹林，轻抚脸颊；到山顶了画风一转，立壁千仞，山路奇险，更有几乎九十度的栈道助兴……可惜玻璃栈道这次没开放，下次有机会再去
_WeCh****17840,2017-04-04 09:29,5,很愉快的一次游玩，携程网订票价格优惠。游览过程充实顺利，爬骆驼峰，倍感刺激！龟峰，性价比高的五A级景区，我喜欢！！
_WeCh****17840,2017-04-04 09:21,4,清明节一游，感觉特值！！票价不贵，丹霞地貌别具风情。骆驼峰，惊险刺激；空中栈道，变仰视为近距离触摸。最难能可贵的是，只需花五十元门票就可游五A级景点、世界地质公园、世界自然文化遗产，哈哈，太值了。美中不足的是，所谓的坐船游太坑爹了，四十元一张的票太贵，下次再去，打死不坐船。自己规划路线，一些景点要自己去发现。
_U4****4695,2017-04-04 01:12,4,不错的一次旅行，当地人民风纯朴，态度很好。
zho****1985,2017-04-03 21:40,5,很好玩的一个地方，门票比较便宜，风景很不错，虽然不太高，但是确实很险，喜欢挑战的人可以去爬一下骆驼峰，绝对过瘾，我是没有去，太危险了
M27****649,2017-04-03 16:38,5,龟峰是5A景区，空气好，环境不错，景美，深切感受大自然的鬼斧神工。
来自南方的羊,2017-04-02 14:04,5,感觉非常好，门票相对来说比较便宜，景色很美，值得下次再来
yew紫杉,2017-04-01 20:24,5,预订结果确认很快，马上就收到确认短信了。取票过程也还算顺利。游客中心的网络票取票柜台不能直接取，要先到柜台边上的登记点查验网络订票信息，然后拿着登记点给的纸条去柜台取票。景区风景很不错，值得一去，这票价很值，性价比不错！
for****olf,2017-03-30 21:32,5,因其&amp;#39;&amp;#39;无山不龟，无石不龟&amp;#39;&amp;#39;，且整座山体就像一只硕大无朋的昂首巨龟而得其名。其独特的自然景观和深厚的文化底蕴成为游圣徐霞客、电视剧《西游记》等众多名家名剧的首推景点
E34****99,2017-03-30 14:27,5,龟峰是国家地质公园和世界自然遗产“中国丹霞”的组成部分。因其“无山不龟，无石不龟”，且整座山体就像一只硕大无朋的昂首巨龟而得其名。集“奇、险、灵、巧”于一身，素有“江上龟峰天下稀”和“天然盆景”誉称。门票只有60元，平时游人很少，可尽情享受大自然的鬼斧神工。值得推荐游。
138****3887,2017-03-28 11:08,5,一个字、灵、就是没有爬晚正个山、以后有机会再去爬完整座山，景区干净！
_seogo****558676,2017-03-14 12:26,5,门票实在便宜景色鬼斧神工，很震撼
M25****719,2017-03-12 14:08,5,龟峰的山都是很多奇形怪状的岩石，很有观赏性，特别是升为5A级景区，各项服务设施得到提升。龟峰值得一游！
风中百合欢,2017-03-10 15:09,5,家门口的景区，三十年前去过几次，喜欢他的清静秀美。这次再游，惊奇不小，由于修建了栈道，景区向空中扩充了不少，从高处俯看景区更有凌空绝顶的视角，美不胜收，比以前更秀美了！
皇帝,2017-03-08 09:06,5,江西上饶龟峰景区有三大奇观：一是奇特的丹霞地貌，二是飞禽猛走兽的乐园，三是风流人物的故居，是一个不可多得的人间仙境。
e02****69,2017-03-06 06:38,5,值得一去，风景非常好。景区工作人员也很热情。交通也方便，2路公交直达景区。
jsc****ji,2017-03-05 16:11,4,取票方便，景区人不多，景色挺好，硬件设施好，员工态度挺好。如果不去骆驼峰的话，游玩还是不累的。
足球先生,2017-02-22 21:21,5,好山好水好地方我都去过好多次啦每次来都不一样的感觉
i米苏,2017-02-02 17:14,4,可以爬山，登高望远，品尝当地美食-龟，散心，锻炼身体的好去处。
行者无距,2017-01-22 15:39,5,11月去的，按携程推荐的二线走到一线。从龟博馆走到清水湖就我一个人，等了一会2个工作人员把我送到对岸，包场的待遇。走了半天才碰到几个小孩，到骆驼峰南天一柱那个分叉口一位景区的大爷热情的帮我看包，可以轻装前往骆驼峰。骆驼峰往上段没什么安全措施慢点小心即可，之后原路返回往一线走去。我一直以为这个景区很冷清半天碰不到几个人原来人全在前面，最后是我一个人往下走其他人往上爬也是醉了。总体来说整个景区很干净，工作人员热情，游玩难度不大3到5小时就可全部走完。
138****8001,2017-01-12 14:10,5,龟峰，大自然的恩施。丹霞地貌，国家AAAA景区，名不虚传。游客服务中心宽敞明亮，工作人员热情礼貌。我们去了很迟。已下午4点多了，服务人员仍耐心接待，认真讲解，我们非常感动，谢谢你们！
一生一世,2017-01-04 21:47,5,不错的哦！风景非常好。现在还在做玻璃栈道哦。过了年应该就好了。过了年要玩的推荐大家去看看！！
_CFT01****3177224,2016-12-27 16:14,5,世界自然遗产不虚此行，山清水秀，
M45****342,2016-12-24 07:45,5,风景极好，玩的很开心，下次还会再去
海布里岁月,2016-12-20 19:26,5,龟峰是世界自然遗产“中国丹霞”的组成部分，位于弋阳县城南信江南岸，因其“无山不龟，无石不龟”，且整座山体就像一只硕大无朋的昂首巨龟而得其名。龟峰发育于距今1.35亿年的白垩纪晚期，是雨水侵蚀型老年期丹霞峰林地貌的典型代表。地貌形态以峰林、陡崖、方山、石墙、石柱、石峰为特征，崖壁两侧雨水侵蚀型纵向线性沟槽发育，岩溶弱；微地貌景观及其景观组合以珍稀的丹霞造型石峰、石柱等为特色，保存有壮年期丹霞地貌的遗迹。龟峰共有36峰，集“奇、险、灵、巧”于一身，素有“江上龟峰天下稀”和“天然盆景”誉称。明代地理学家徐霞客游览龟峰后发出“盖龟峰峦嶂之奇，雁荡所无”的感叹。
海空财神,2016-12-15 21:43,5,圭峰，很美的地方，骆驼峰我喜欢
取舍记,2016-12-11 21:18,5,可以去看看，没去过去试一试就知道了
虫出江湖,2016-12-11 20:37,5,一个非常好的旅游景点，适合各种人群去游览，景区很干净，尤其是卫生间，宽敞明亮无异味。
虫出江湖,2016-12-11 09:52,5,龟峰，又名圭峰。丹霞地貌，国家AAAA景区，不过我个人认为国内的很多AAAAA景区根本就不如龟峰。游客服务中心宽敞明亮，工作人员热情礼貌，过收票处后既可以坐景区环保车也可选择步行，不像有些景区必须乘坐景区提供的车才能入内，有存在绑架消费之嫌。步行大概10多分钟到达景区，然后就是爬山，龟峰不高，有三条线路可供上山，第一条适合年老体弱者，第二条适合一般人群，第三条有些惊险，尤其是在骆驼峰那段，适合年轻人。在景区内各服务点有工作人员为你指点道路，这样你就可以很简单的去选择适合自己的上山道路了，更值得称赞的是整个景区很干净，尤其是卫生间，干净无异味。
你会是什么样子,2016-12-10 10:08,5,非常值得去骆驼峰很刺激独自一人攀爬特别能静心。以后有机会还会去一次，有山有水好风景。
233****836,2016-12-07 08:34,5,去了这么多地方，唯一一个提供直饮水的景区，印象挺好。爬山不算太累，大半天就可以搞定。
and****g425,2016-12-06 16:54,4,"丨

景区景色优美，取票方便，整洁干净，管理十分规范热情，标牌指示清楚，完全达到五A标准"
Sunminion,2016-12-01 19:47,5,龟山非常值得一游，感觉比三清山好玩很多，奇峰林立群????迎宾，最高峰如此陡峭但非常适合年轻人冒险。
Fly丶石上,2016-11-22 16:39,5,景色加上好心情等于90分，再带个小伙伴的话，细看每一处风景，领略她的起伏风骚就是100分，简直棒呆！
M20****580,2016-11-18 19:36,5,非常好，下次还想去，非常干净，等后期索道开发以后还要去一次，很不错。家里人都玩的很开心
203****252,2016-11-15 16:40,5,比较天然的景区，属于丹霞地貌风景区，以龟状峰得名。处于开发中，体力要求很高，带孩子去的要注意。
E45****517,2016-11-04 16:07,5,景区内风景秀丽，圭峰最吸引人的地方就是它的山峰造型独特，每个角度望去都独成一幅风景，玉兔，神龟，群鹰，十八罗汉等等，每一处风景都很奇特
_zfb20****8476513,2016-10-22 12:39,5,上饶最有名的山景之一，形似乌龟。
M14****595,2016-10-21 15:05,5,值得一去的地方，高速自驾游过去相当方便，景区设施也一应俱全，步道设计合理，全程几个小时走下来也不累
苏黎世章邯,2016-10-17 14:39,4,风景很美，秀丽壮观，值得一看！带小孩就不太合适，路线有点长，约需走3个小时。
286****344,2016-10-16 10:32,5,景色秀丽，天工造物，鬼斧神工，栩栩如生！！带着孩子虽然有点累，但是封顶后的一览纵山小的感觉还是很爽的！！
人生海海2017,2016-10-14 23:35,4,去的时候因为高速堵车迟到了一个多小时，导致没能上骆驼峰，留下些微的遗憾，整个景区的风光很漂亮，而且不会象三清山那么累，下次还会再来????
_CFT01****4489482,2016-10-13 22:32,5,龟峰景区真的很值得来，骆驼峰爬得惊心动魄，到了峰顶，往下看，景色太美了，一切都值了
山水二人转,2016-10-11 22:09,5,进入景区就被浓郁的桂花香气所笼罩。随着步道与栈道登高，步步是景。或秀气或惊险。有山有水，有云有雾。不虚此行。55元网购门票性价比极高。
ndv123,2016-10-08 22:26,5,无峰不龟，维妙维肖，世界自然遗产地，当之无愧！
ThomasLuo,2016-10-07 14:31,4,景区管理很好，许多路口有导路员，还有景区带着安全员标志的工作人员，看来对服务还是很用心的。龟峰景区，丹霞地貌的自然景观，山不高，但很险峻雄伟，各种大自然鬼斧神工造就的乌龟、狮子、罗汉、老鹰捉小鸡等造型，很神似也很惟妙惟肖……
M66****28,2016-10-07 10:22,4,龟峰正创五星级，从火车站花三元坐公交直达景区门口，门票网买55一个人，9点进去玩了六个小时，最后还乘坐了免费游船。里面很干净，在一些重要地段都安排了安全员，很不错，值得一游。
流浪的风景,2016-10-06 10:50,5,龟峰风景优美，奇岚如画，融儒释道三教文化于一炉。有商周文化遗址、太平天国城堡遗址、瑞相寺遗址等
_WeCh****44779,2016-10-05 22:04,5,真是性价比高的旅游景点，服务态度不错，卫生也干净。
202****273,2016-10-05 21:02,5,带娃出行选择了龟峰，世界地质遗产果然名不虚传。山不高，但真要走一圈也还是挺累的。
M45****318,2016-10-05 16:50,5,虽然海拔不高，但是独特的丹霞地貌确实让人眼前一亮，不仅环境优美，而且很具有挑战性，当然，这里不太适合心脏不好而且恐高的朋友来玩，但是如果你敢于挑战自己，有些景点绝对不会让你失望，龟峰的一些细节也确实做的非常出色，比如各个休息区的公厕，绝对让你舒服，总之，我还会再次光临龟峰的。
M29****059,2016-10-04 16:07,5,玩的还是比较满意的，就是累啊，一天游玩体力不好是游不了全部景点！有大片草坪如果没危险可以露营下
梦谪仙,2016-10-04 08:11,5,真的算我玩过的地方里比较好的了，特别是骆驼峰喜欢刺激的特别带劲，还有你们如果自驾游最好先去码头坐船反的来，那样子不会拥挤
_CFT01****3758858,2016-10-03 22:00,5,好抖惊险刺激去的好一定要登顶才好玩也是最刺激
_m13****7566,2016-10-03 19:08,5,风景很好，景区很整洁，自然风貌很有优点，虽有点惊险，很值得游，门票比较合理，非常佩服修建栈道的建设者
天涯海角之浪漫,2016-10-03 17:15,5,因其“无山不龟，无石不龟”，且整座山体就像一只硕大无朋的昂首巨龟而得其名。环境优美。
_CFT01****3362293,2016-10-01 20:25,5,第一次爬爬还是不错的，有点新鲜感，但主要是便宜，信价比高，如果有缆车下山那就更完美。
梦游天下,2016-09-29 12:48,4,怎么说呢，景色，主要是怪石，石山险峻，优美，不知道能否代表丹霞地貌。实际比拍摄的要好。但是票价较高，65+10，相对其他景区，还可以。
M93****34,2016-09-27 20:09,5,从早玩到晚，景色优美，山水如画，栈道雄伟。换票顺利，希望早点升到5A景区。仅有2点遗憾，景区游船爱开不开，不合拍。游览路线虽然标了，仍觉不够明白。
m09****79,2016-09-27 10:17,5,景点很精致，票价不高，性价比超值，对体力消耗不是特别大，很适合家庭亲子出游。景区正在创建国家5A级景区，厕所干净卫生上档次，在半山腰，居然还有直饮水。龟文化博物馆10元的门票，也免费开放了。相信创建5A成功后，门票会提高。
东东妈,2016-09-26 11:06,5,自驾，进景点都有路标，停车方便，有专门的停车场，网上定票到景点取票很方便，很快，景区服务很热情。带着老人孩子一起去就没上骆驼峰，走走栈道，边走边玩边欣赏风景，悠闲自在。
Dimples_,2016-09-17 20:38,5,正在申5A位置处在龙虎山和三清山之间名气没有那么大但景色绝不逊色支持一下5A的申请！
M21****794,2016-09-06 12:48,5,景区风景有些特点，小而精，周末值得一游，景区范围不算大，边走边玩也就2个小时吧！但风景比三清山好看多了，只是没有三清山那么大！
_WeCh****75235,2016-08-26 06:03,5,这里是龟的世界，山美水美石奇，环境干净，古木参天，服务周到。
-雪梨橙,2016-08-22 07:13,5,景区不是很大，但是要爬到骆驼峰顶还是有点陡f的。可能因为在评5A景区吧，服务态度超级好～
tu0316,2016-08-15 20:51,5,爬了一半就爬不动了，有老人小孩。早上六点多就出发了，早上比较凉快。石头都很有个性。
li****541,2016-08-14 23:18,5,好，很好，值得推荐。好，很好，值得推荐。好，很好，值得推荐。好，很好，值得推荐。
jianye29,2016-08-08 16:54,5,"别具一格的风景，性价比超高（门票加景区交通70元，网上订65元）。听说这里马上就要升到5A,价格就不好说了。但是景区的硬件设施还可以，服务有点跟不上，而且弋阳住宿条件非常不好。如果住宿条件还一些的话，还有其他景点可以玩（如佛陀山、叠山书院等）。"
其乐融融VIP,2016-08-04 21:21,5,亀峰，怪石嶙峋，丹霞地貌，贊。
雅墨轩香周贤,2016-08-02 21:07,4,一般........................
M33****321,2016-06-22 18:05,5,很开心，我是穷游的。很喜欢龟峰的美景，感受大自然的奇观。下次一定去最高峰，真的很不错，就是时间匆匆，没有怎么好好感受，哪里的卫生很干净，人也很好。
小泥子,2016-06-22 15:01,5,很美，我第一次见到这么大的丹霞地貌，很感叹大自然的鬼斧神工！虽然累的满头大汗，开始没找到路，走了很久，也绕了很久，但是龟峰是个值得一去的地
M39****500,2016-06-16 15:42,5,很棒的很漂亮夏天去的话会呈现不同的景观一面热一面凉
奥本巴扎嗨哟,2016-06-15 12:06,5,非常愉快的一趟出游，景区不大但景色独特，游人不是很多，闹中取静，门票预订很方便，价格也还合适。
M28****110,2016-06-13 14:40,4,不错，可以带孩子带爬山，不会太陡，空气又好
行随心动,2016-06-06 15:10,5,景区不算大，但景色确实美，景区目前在做升5A的改造，改造好后还会再去看看。
翱翔的翼虎,2016-05-13 23:04,5,经典的旅游胜地，适宜短途旅行！
_CFT01****8654749,2016-05-03 21:05,5,风景虽然不如三清山，但是很有挑战性，门票也不贵
M26****613,2016-04-30 17:15,5,圭峰是一个值得去游玩的风景区，那儿的风景特别好看，圭峰，圭峰。主要看峰，有十八罗汉，有老鹰捉小鸡等等
星火燎原,2016-04-23 04:20,5,第二次去的龟峰，真的很不错。2012年的时候去过一次，当时很多栈道都还没修好。迷人的丹霞自然风光，环境优美，风景秀丽。同去的都说比三清山好玩，景区也够大，在里面走了5小时也没有走完。骆驼峰很陡峭，想挑战的人可以一试。大赞。
景天,2016-04-22 08:08,5,丹霞地貌世界遗产，一座精致的盆景.
篱斋堂主,2016-04-03 17:54,4,"弋阳龟峰风景区风景优美，奇岚如画，属典型的丹霞地貌，素有“三十六峰、八大景”之说。它集自然精华，纳人文风采，聚天下名山之险、幽、奇、秀于一体，融儒释道三教文化于一炉。雨天出行别有一番滋味在眼前！"
xintian111,2016-04-02 21:26,5,龟峰有山有水。丹霞地貌，红色的山峰很漂亮。我们登上了骆驼峰，没想到那么高，天气很热，几乎累到半死才登上去。不过还是蛮好玩的。觉得很不错。
M22****502,2016-03-20 21:35,5,我最喜欢的风景区，大大小小的石头奇行怪状，很震撼。
longriveryin,2016-03-17 23:20,4,非常值得一去！自然风光不错，山登起了不累，非常适合双休日有氧运动。
塔熊,2016-03-11 21:32,5,丹霞地貌，在六个丹霞地貌世界遗产地中，地貌最丰富，如果不上骆驼峰，三个小时就能看完精华景点。
